variable,label,include,comments,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_3_,Total in-Kind Support to Non-Coresident Sibling 3 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_4_,Total in-Kind Support to Non-Coresident Sibling 4 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_5_,Total in-Kind Support to Non-Coresident Sibling 5 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_6_,Total in-Kind Support to Non-Coresident Sibling 6 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_7_,Total in-Kind Support to Non-Coresident Sibling 7 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_8_,Total in-Kind Support to Non-Coresident Sibling 8 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_9_,Total in-Kind Support to Non-Coresident Sibling 9 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_10_,Total in-Kind Support to Non-Coresident Sibling 10 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_16_,Total in-Kind Support to Non-Coresident Sibling 16 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_17_,Total in-Kind Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_18_,Total in-Kind Support to Non-Coresident Sibling 18 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_19_,Total in-Kind Support to Non-Coresident Sibling 19 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_20_,Total in-Kind Support to Non-Coresident Sibling 20 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_21_,Total in-Kind Support to Non-Coresident Sibling 21 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_3_22_,Total in-Kind Support to Non-Coresident Sibling 22 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_1_,Regular in-Kind Support to Non-Coresident Sibling 1 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_2_,Regular in-Kind Support to Non-Coresident Sibling 2 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_3_,Regular in-Kind Support to Non-Coresident Sibling 3 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_4_,Regular in-Kind Support to Non-Coresident Sibling 4 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_5_,Regular in-Kind Support to Non-Coresident Sibling 5 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_6_,Regular in-Kind Support to Non-Coresident Sibling 6 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_7_,Regular in-Kind Support to Non-Coresident Sibling 7 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_8_,Regular in-Kind Support to Non-Coresident Sibling 8 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_9_,Regular in-Kind Support to Non-Coresident Sibling 9 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_10_,Regular in-Kind Support to Non-Coresident Sibling 10 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_16_,Regular in-Kind Support to Non-Coresident Sibling 16 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_17_,Regular in-Kind Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_18_,Regular in-Kind Support to Non-Coresident Sibling 18 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_19_,Regular in-Kind Support to Non-Coresident Sibling 19 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_20_,Regular in-Kind Support to Non-Coresident Sibling 20 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_21_,Regular in-Kind Support to Non-Coresident Sibling 21 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce074_w2_4_22_,Regular in-Kind Support to Non-Coresident Sibling 22 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_1_1_bracket_max,Max of Total Money Support to Non-Coresident Sibling 1 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_1_1_bracket_min,Min of Total Money Support to Non-Coresident Sibling 1 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_1_2_bracket_max,Max of Total Money Support to Non-Coresident Sibling 2 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_1_2_bracket_min,Min of Total Money Support to Non-Coresident Sibling 2 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_1_3_bracket_max,Max of Total Money Support to Non-Coresident Sibling 3 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_1_5_bracket_max,Max of Total Money Support to Non-Coresident Sibling 5 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_1_5_bracket_min,Min of Total Money Support to Non-Coresident Sibling 5 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_1_17_bracket_max,Max of Total Money Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_1_17_bracket_min,Min of Total Money Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_1_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 1 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_1_bracket_min,Min of Regular Money Support to Non-Coresident Sibling 1 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_2_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 2 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_2_bracket_min,Min of Regular Money Support to Non-Coresident Sibling 2 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_3_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 3 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_4_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 4 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_5_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 5 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_5_bracket_min,Min of Regular Money Support to Non-Coresident Sibling 5 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_6_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 6 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_16_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 16 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_17_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_17_bracket_min,Min of Regular Money Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_18_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 18 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_19_bracket_max,Max of Regular Money Support to Non-Coresident Sibling 19 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_2_19_bracket_min,Min of Regular Money Support to Non-Coresident Sibling 19 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_1_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 1 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_1_bracket_min,Min of Total in-Kind Support to Non-Coresident Sibling 1 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_2_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 2 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_2_bracket_min,Min of Total in-Kind Support to Non-Coresident Sibling 2 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_3_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 3 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_3_bracket_min,Min of Total in-Kind Support to Non-Coresident Sibling 3 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_4_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 4 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_4_bracket_min,Min of Total in-Kind Support to Non-Coresident Sibling 4 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_5_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 5 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_5_bracket_min,Min of Total in-Kind Support to Non-Coresident Sibling 5 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_16_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 16 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_16_bracket_min,Min of Total in-Kind Support to Non-Coresident Sibling 16 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_17_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_17_bracket_min,Min of Total in-Kind Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_18_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 18 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_18_bracket_min,Min of Total in-Kind Support to Non-Coresident Sibling 18 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_19_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 19 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_19_bracket_min,Min of Total in-Kind Support to Non-Coresident Sibling 19 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_3_20_bracket_max,Max of Total in-Kind Support to Non-Coresident Sibling 20 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_1_bracket_max,Max of Regular in-Kind Support to Non-Coresident Sibling 1 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_1_bracket_min,Min of Regular in-Kind Support to Non-Coresident Sibling 1 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_2_bracket_max,Max of Regular in-Kind Support to Non-Coresident Sibling 2 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_2_bracket_min,Min of Regular in-Kind Support to Non-Coresident Sibling 2 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_3_bracket_max,Max of Regular in-Kind Support to Non-Coresident Sibling 3 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_3_bracket_min,Min of Regular in-Kind Support to Non-Coresident Sibling 3 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_4_bracket_max,Max of Regular in-Kind Support to Non-Coresident Sibling 4 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_5_bracket_max,Max of Regular in-Kind Support to Non-Coresident Sibling 5 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_16_bracket_max,Max of Regular in-Kind Support to Non-Coresident Sibling 16 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_16_bracket_min,Min of Regular in-Kind Support to Non-Coresident Sibling 16 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_17_bracket_max,Max of Regular in-Kind Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_17_bracket_min,Min of Regular in-Kind Support to Non-Coresident Sibling 17 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_18_bracket_max,Max of Regular in-Kind Support to Non-Coresident Sibling 18 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_18_bracket_min,Min of Regular in-Kind Support to Non-Coresident Sibling 18 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_19_bracket_max,Max of Regular in-Kind Support to Non-Coresident Sibling 19 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce075_w2_4_19_bracket_min,Min of Regular in-Kind Support to Non-Coresident Sibling 19 in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce016_w3,Cash Gift From Other Non-Coresident Relatives or Friends in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce017_w3_bracket_max,Max of Cash Gift From Other Non-Coresident Relatives or Friends in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce017_w3_bracket_min,Min of cash gift from Other Non-Coresident Relatives or Friends in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce036_w3,Cash Gift to Other Non-Coresident Relatives or Friends in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce037_w3_bracket_max,Max of Cash Gift to Other Non-Coresident Relatives or Friends in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce037_w3_bracket_min,Min of Cash Gift to Other Non-Coresident Relatives or Friends in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce016,Economic Support From Other Non-Coresident Relatives or Friends in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce017_bracket_max,Max of Economic Support From Other Non-Coresident Relatives or Friends in The Pa,no,,,,,,,,,,,,,,,,,,,,,,,,
ce017_bracket_min,Min of Economic Support From Other Non-Coresident Relatives or Friends in The Pa,no,,,,,,,,,,,,,,,,,,,,,,,,
ce036,Economic Support to Other Non-Coresident Ralatives or Friends in The Past Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ce037_bracket_max,Max of Economic Support to Other Non-Coresident Relatives or Friends in The Past,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_1_,The Year Child 1 Got Married,no,孩子婚姻时间应该也反映，应该和孩子年龄结合起来，看是什么时候出生的,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_2_,The Year Child 2 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_3_,The Year Child 3 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_4_,The Year Child 4 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_5_,The Year Child 5 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_6_,The Year Child 6 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_7_,The Year Child 7 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_8_,The Year Child 8 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_9_,The Year Child 9 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_10_,The Year Child 10 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_11_,The Year Child 11 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_12_,The Year Child 12 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_13_,The Year Child 13 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_14_,The Year Child 14 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_1_15_,The Year Child 15 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_1_,The Month Child 1 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_2_,The Month Child 2 Got Married,no,月份不用太考虑了,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_3_,The Month Child 3 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_4_,The Month Child 4 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_5_,The Month Child 5 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_6_,The Month Child 6 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_7_,The Month Child 7 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_8_,The Month Child 8 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_9_,The Month Child 9 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_10_,The Month Child 10 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_11_,The Month Child 11 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_12_,The Month Child 12 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_13_,The Month Child 13 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_14_,The Month Child 14 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_2_15_,The Month Child 15 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_1_,The Day Child 1 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_2_,The Day Child 2 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_3_,The Day Child 3 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_4_,The Day Child 4 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_5_,The Day Child 5 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_6_,The Day Child 6 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_7_,The Day Child 7 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_8_,The Day Child 8 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_9_,The Day Child 9 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_10_,The Day Child 10 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_11_,The Day Child 11 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_12_,The Day Child 12 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_13_,The Day Child 13 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_14_,The Day Child 14 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce066_w2_3_15_,The Day Child 15 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_1_,Give Betrothal Gifts When Child 1 Got Married,no,这个反映经济和家庭关系，应该有关系,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_2_,Give Betrothal Gifts When Child 2 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_3_,Give Betrothal Gifts When Child 3 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_4_,Give Betrothal Gifts When Child 4 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_5_,Give Betrothal Gifts When Child 5 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_6_,Give Betrothal Gifts When Child 6 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_7_,Give Betrothal Gifts When Child 7 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_8_,Give Betrothal Gifts When Child 8 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_9_,Give Betrothal Gifts When Child 9 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_10_,Give Betrothal Gifts When Child 10 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_11_,Give Betrothal Gifts When Child 11 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_12_,Give Betrothal Gifts When Child 12 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_13_,Give Betrothal Gifts When Child 13 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_14_,Give Betrothal Gifts When Child 14 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce067_w2_1_15_,Give Betrothal Gifts When Child 15 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_1_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_2_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_3_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_4_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_5_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_6_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_7_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_8_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_9_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_10_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_11_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce068_w2_1_12_,Total Value For The Betrothal Gifts (Yuan),no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_1_,Buy a House For Him/Her When Child 1 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_2_,Buy a House For Him/Her When Child 2 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_3_,Buy a House For Him/Her When Child 3 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_4_,Buy a House For Him/Her When Child 4 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_5_,Buy a House For Him/Her When Child 5 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_6_,Buy a House For Him/Her When Child 6 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_7_,Buy a House For Him/Her When Child 7 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_8_,Buy a House For Him/Her When Child 8 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_9_,Buy a House For Him/Her When Child 9 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_10_,Buy a House For Him/Her When Child 10 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_11_,Buy a House For Him/Her When Child 11 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_12_,Buy a House For Him/Her When Child 12 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_13_,Buy a House For Him/Her When Child 13 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_14_,Buy a House For Him/Her When Child 14 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce069_w2_1_15_,Buy a House For Him/Her When Child 15 Got Married,no,,,,,,,,,,,,,,,,,,,,,,,,
ce070_w2_1_1_,"Total Value of The House (10,000 Yuan)",no,,,,,,,,,,,,,,,,,,,,,,,,
ce070_w2_1_2_,"Total Value of The House (10,000 Yuan)",no,,,,,,,,,,,,,,,,,,,,,,,,
ce070_w2_1_3_,"Total Value of The House (10,000 Yuan)",no,,,,,,,,,,,,,,,,,,,,,,,,
ce070_w2_1_4_,"Total Value of The House (10,000 Yuan)",no,,,,,,,,,,,,,,,,,,,,,,,,
ce070_w2_1_5_,"Total Value of The House (10,000 Yuan)",no,,,,,,,,,,,,,,,,,,,,,,,,
ce070_w2_1_6_,"Total Value of The House (10,000 Yuan)",no,,,,,,,,,,,,,,,,,,,,,,,,
ce070_w2_1_7_,"Total Value of The House (10,000 Yuan)",no,,,,,,,,,,,,,,,,,,,,,,,,
ce070_w2_1_8_,"Total Value of The House (10,000 Yuan)",no,,,,,,,,,,,,,,,,,,,,,,,,
ce070_w2_1_9_,"Total Value of The House (10,000 Yuan)",no,,,,,,,,,,,,,,,,,,,,,,,,
cf001,Taking Care of Grandchildren Last Year,yes,照顾孙辈肯定有关系,,,,,,,,,,,,,,,,,,,,,,,
cf002s1,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s2,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s3,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s4,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s5,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s6,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s7,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s8,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s9,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s10,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s11,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s12,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s13,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s14,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s15,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s16,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
cf002s17,Taking Care of Which Child's Children,no,,,,,,,,,,,,,,,,,,,,,,,,
